age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Years_as_customer,vehicle_age,adjusted_csl,adjusted_deductible,adjusted_annual_premium,adjusted_additional_services,loss_amount,weekday,month,policy_bind_year
42.0,519312,2008-10-28,OH,500/1000,500.0,1848.81,0,435489,Male,JD,Transport-Moving,Video-Games,Own-Child,0.0,-49000,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2457 Washington Ave,20,3,Yes,2,2,Yes,68520.0,11420.0,5710.0,51390.0,Suburu,Legacy,2003,Y,Adult,17,21,500/1000,1500,1848.81,[],66671.19,Friday,February,2008
42.0,132902,2007-04-24,OH,250/500,1134.2685370741483,1641.73,5000000,450149,Male,PhD,Sales,Chess,Not-In-Family,62400.0,0,2015-01-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,1269 Flute Drive,16,3,No,0,0,No,59130.0,6570.0,6570.0,45990.0,Ford,Escape,2006,Y,Adult,24,18,500/1000,1500,1641.73,[],57488.27,Tuesday,January,2007
39.0,332867,1993-12-13,IN,100/300,500.0,1362.87,0,458364,Female,MD,Exec-Managerial,Chess,Other-Relative,35700.0,0,2015-02-22,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,1218 Sky Hwy,6,3,Yes,2,2,No,82320.0,13720.0,6860.0,61740.0,Dodge,Neon,1995,Y,Adult,21,29,500/1000,1500,1362.87,[],80957.13,Sunday,February,1993
31.0,356590,2011-08-17,IN,250/500,500.0,1239.22,7000000,476458,Female,High School,Tech-Support,Paintball,Not-In-Family,43400.0,-91200,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Springfield,9169 Pine Ridge,12,1,Yes,0,1,No,89700.0,13800.0,13800.0,62100.0,Audi,A5,2009,Y,Adult,8,15,500/1000,1500,1239.22,[],88460.78,Friday,January,2011
64.0,346002,1990-08-20,OH,250/500,500.0,835.02,0,602433,Female,Associate,Adm-Clerical,Reading,Unmarried,59600.0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Hillsdale,8538 Texas Lane,17,3,No,1,1,No,33930.0,0.0,3770.0,30160.0,BMW,X6,1998,N,Senior,39,26,750/1500,2000,668.0160000000001,['rental car coverage'],33094.98,Monday,February,1990
30.0,500533,1994-02-11,OH,100/300,1000.0,1061.33,0,478575,Male,MD,Machine-Op-Inspct,Movies,Own-Child,43300.0,-66200,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,5783 Oak Ave,8,1,No,0,3,No,68530.0,12460.0,6230.0,49840.0,Audi,A5,1997,N,Adult,10,27,500/1000,1500,1061.33,[],67468.67,Saturday,January,1994
49.0,348209,1994-02-22,IN,500/1000,1000.0,1279.08,0,449718,Male,MD,Other-Service,Kayaking,Own-Child,0.0,-51500,2015-02-27,Parked Car,Unknown,Minor Damage,None,NC,Riverwood,7721 Washington Ridge,13,1,No,0,1,Unknown,4300.0,860.0,860.0,2580.0,Ford,F150,2004,N,Adult,28,20,500/1000,1500,1279.08,[],3020.92,Friday,February,1994
42.0,486676,2011-08-15,OH,100/300,500.0,1105.49,0,463181,Female,Associate,Prof-Specialty,Sleeping,Own-Child,56200.0,-50000,2015-02-20,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Hillsdale,8006 Maple Hwy,12,2,Unknown,2,3,Unknown,68310.0,12420.0,6210.0,49680.0,Audi,A3,2003,Y,Adult,22,21,500/1000,1500,1105.49,[],67204.51,Friday,February,2011
41.0,260845,1998-11-11,OH,100/300,2000.0,1055.53,0,441992,Female,MD,Armed-Forces,Cross-Fit,Not-In-Family,37800.0,-50300,2015-02-08,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,6751 Pine Ridge,7,1,No,0,2,No,61290.0,6810.0,6810.0,47670.0,Honda,Civic,1995,Y,Adult,18,29,500/1000,1500,1055.53,[],60234.47,Sunday,February,1998
41.0,657045,1995-12-04,OH,250/500,1000.0,895.83,0,452597,Female,Associate,Sales,Paintball,Husband,0.0,0,2015-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10,1,No,1,2,No,30100.0,3010.0,0.0,27090.0,Chevrolet,Malibu,1999,N,Adult,16,25,500/1000,1500,895.83,[],29204.17,Wednesday,February,1995
37.0,761189,2002-12-28,IN,100/300,500.0,1632.93,0,614417,Female,College,Transport-Moving,Golf,Not-In-Family,0.0,-42900,2015-02-23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,No,2,0,Yes,57120.0,9520.0,4760.0,42840.0,Mercedes,C300,2002,N,Adult,17,22,500/1000,1500,1632.93,[],55487.07,Monday,February,2002
40.0,175177,2004-04-15,IL,100/300,1000.0,1405.99,0,472895,Female,Associate,Sales,Yachting,Wife,0.0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18,3,Yes,1,0,Yes,42930.0,9540.0,4770.0,28620.0,BMW,X6,2005,N,Adult,16,19,500/1000,1500,1405.99,[],41524.01,Sunday,March,2004
35.0,116700,2001-02-02,OH,100/300,1000.0,1425.54,0,475847,Female,High School,Transport-Moving,Bungie-Jumping,Other-Relative,78300.0,0,2015-01-15,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,5053 Tree Drive,22,3,No,2,0,No,51210.0,11380.0,5690.0,34140.0,Ford,Fusion,2010,N,Adult,10,14,500/1000,1500,1425.54,[],49784.46,Thursday,January,2001
45.0,166264,2010-01-12,OH,500/1000,1000.0,1038.09,0,476978,Female,College,Handlers-Cleaners,Golf,Husband,0.0,-19700,2015-01-14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18,3,No,1,1,Yes,89400.0,14900.0,7450.0,67050.0,Suburu,Legacy,1998,N,Adult,22,26,500/1000,1500,1038.09,[],88361.91,Wednesday,January,2010
47.0,527945,1992-04-14,IN,250/500,500.0,1307.11,0,600648,Male,College,Transport-Moving,Dancing,Not-In-Family,0.0,0,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22,3,No,0,2,Unknown,59730.0,10860.0,10860.0,38010.0,Audi,A3,2005,N,Adult,26,19,500/1000,1500,1307.11,[],58422.89,Tuesday,February,1992
39.0,627540,2010-05-21,OH,500/1000,1000.0,1489.24,6000000,608335,Female,JD,Other-Service,Kayaking,Wife,0.0,-45000,2015-01-24,Vehicle Theft,Unknown,Minor Damage,None,SC,Springfield,7877 Sky Lane,15,1,Yes,2,2,Yes,8060.0,1240.0,1240.0,5580.0,Saab,95,2004,N,Adult,16,20,500/1000,1500,1489.24,[],6570.76,Saturday,January,2010
38.0,279422,2013-10-27,OH,500/1000,500.0,976.67,0,471600,Female,PhD,Handlers-Cleaners,Polo,Unmarried,0.0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16,1,Unknown,1,2,Unknown,72200.0,14440.0,7220.0,50540.0,BMW,M5,2013,Y,Adult,18,11,500/1000,1500,976.67,[],71223.33,Wednesday,January,2013
31.0,484200,1994-10-12,OH,250/500,2000.0,1340.43,0,441175,Male,High School,Exec-Managerial,Paintball,Husband,52700.0,-40600,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,No,1,2,No,50800.0,10160.0,10160.0,30480.0,Accura,MDX,2005,N,Adult,11,19,500/1000,1500,1340.43,[],49459.57,Thursday,February,1994
38.96292585170341,645258,1997-07-04,OH,500/1000,2000.0,1267.81,5000000,603123,Female,Masters,Exec-Managerial,Video-Games,Wife,0.0,0,2015-01-03,Vehicle Theft,Unknown,Trivial Damage,None,NC,Northbrook,7098 Lincoln Hwy,10,1,Unknown,2,1,Unknown,6600.0,660.0,1320.0,4620.0,Accura,TL,2005,N,Adult,20,19,500/1000,1500,1267.81,[],5332.1900000000005,Saturday,January,1997
29.0,694662,2011-02-15,IL,250/500,1000.0,1234.2,6000000,457767,Male,Masters,Other-Service,Bungie-Jumping,Other-Relative,0.0,0,2015-01-29,Vehicle Theft,Unknown,Minor Damage,Police,NY,Northbrook,5124 Maple St,3,1,Yes,2,2,No,7500.0,750.0,1500.0,5250.0,Nissan,Maxima,2002,N,Young Adult,6,22,250/500,1000,1481.04,['roadside assistance'],6265.8,Thursday,January,2011
35.0,960680,1994-08-21,IN,250/500,2000.0,1318.06,0,618498,Male,High School,Exec-Managerial,Video-Games,Wife,57300.0,-80600,2015-01-19,Vehicle Theft,Unknown,Trivial Damage,None,VA,Hillsdale,2333 Maple Lane,13,1,No,0,3,Yes,6490.0,1180.0,1180.0,4130.0,Volkswagen,Jetta,2002,N,Adult,16,22,500/1000,1500,1318.06,[],5171.9400000000005,Monday,January,1994
48.0,498140,1997-05-15,IN,500/1000,2000.0,769.95,0,605486,Male,Masters,Prof-Specialty,Movies,Not-In-Family,0.0,-44200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16,2,Unknown,2,3,No,60940.0,5540.0,11080.0,44320.0,Audi,A3,2013,Y,Adult,23,11,500/1000,1500,769.95,[],60170.05,Monday,January,1997
41.0,498875,1996-10-26,OH,100/300,2000.0,1514.72,0,617970,Male,High School,Transport-Moving,Board-Games,Own-Child,35700.0,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,Yes,0,1,Unknown,58300.0,5830.0,11660.0,40810.0,Suburu,Legacy,2007,N,Adult,22,17,500/1000,1500,1514.72,[],56785.28,Monday,February,1996
34.0,798177,2006-03-04,IL,500/1000,1000.0,873.64,4000000,432934,Female,Associate,Priv-House-Serv,Yachting,Husband,800.0,0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,No,2,1,Unknown,68400.0,11400.0,11400.0,45600.0,Ford,F150,2007,N,Adult,12,17,500/1000,1500,873.64,[],67526.36,Friday,January,2006
32.0,614763,1991-01-02,IL,500/1000,500.0,1612.43,0,456762,Female,MD,Other-Service,Yachting,Own-Child,36400.0,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,Unknown,2,1,Yes,64240.0,11680.0,11680.0,40880.0,BMW,3 Series,2015,N,Adult,11,9,500/1000,1500,1612.43,[],62627.57,Thursday,January,1991
36.0,679370,1999-08-15,IL,500/1000,2000.0,1318.24,9000000,601748,Female,College,Prof-Specialty,Kayaking,Not-In-Family,0.0,-78600,2015-01-30,Parked Car,Unknown,Trivial Damage,None,WV,Arlington,5540 Sky St,9,1,No,0,1,Yes,4700.0,940.0,470.0,3290.0,Dodge,Neon,2002,N,Adult,2,22,500/1000,1500,1318.24,[],3381.76,Friday,January,1999
25.0,958857,1992-01-15,IN,100/300,1000.0,1226.83,0,607763,Female,College,Exec-Managerial,Exercise,Not-In-Family,0.0,-56100,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12,3,Yes,2,0,Unknown,45120.0,0.0,5640.0,39480.0,Accura,MDX,2011,Y,Young Adult,3,13,250/500,1000,1472.196,['roadside assistance'],43893.17,Wednesday,January,1992
29.0,686816,1999-12-07,OH,250/500,2000.0,1326.44,5000000,436973,Female,High School,Sales,Board-Games,Own-Child,0.0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12,2,Yes,1,1,Unknown,66950.0,10300.0,10300.0,46350.0,Saab,93,1995,N,Young Adult,10,29,250/500,1000,1591.728,['roadside assistance'],65623.56,Tuesday,February,1999
23.0,127754,1993-06-06,IL,250/500,2000.0,1136.83,4000000,471300,Female,Associate,Tech-Support,Exercise,Own-Child,0.0,-62400,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,No,0,3,Unknown,98340.0,8940.0,17880.0,71520.0,Honda,Accord,2004,Y,Young Adult,5,20,250/500,1000,1364.196,['roadside assistance'],97203.17,Monday,February,1993
42.0,918629,2000-10-03,IL,250/500,2000.0,1322.78,0,453277,Male,PhD,Farming-Fishing,Yachting,Own-Child,55200.0,0,2015-02-28,Parked Car,Unknown,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9,1,No,0,1,No,5900.0,590.0,590.0,4720.0,BMW,X5,2007,N,Adult,17,17,500/1000,1500,1322.78,[],4577.22,Saturday,February,2000
43.0,731450,2010-12-29,IN,100/300,1000.0,1483.25,0,465100,Female,MD,Exec-Managerial,Exercise,Not-In-Family,90700.0,-20800,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,No,1,1,Unknown,70680.0,5890.0,11780.0,53010.0,Ford,Fusion,2009,N,Adult,18,15,500/1000,1500,1483.25,[],69196.75,Monday,February,2010
42.0,307447,1990-03-17,IL,100/300,500.0,1515.3,0,603248,Female,High School,Machine-Op-Inspct,Hiking,Not-In-Family,0.0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,No,1,0,No,93720.0,17040.0,8520.0,68160.0,Mercedes,ML350,2005,N,Adult,22,19,500/1000,1500,1515.3,[],92204.7,Monday,January,1990
25.0,992145,2012-03-01,IL,100/300,2000.0,1075.18,5000000,601112,Female,PhD,Armed-Forces,Exercise,Husband,67700.0,-58400,2015-02-21,Vehicle Theft,Unknown,Minor Damage,None,OH,Northbrook,3289 Britain Drive,5,1,No,2,0,Yes,6930.0,1260.0,630.0,5040.0,Toyota,Highlander,2001,N,Young Adult,6,23,250/500,1000,1290.2160000000001,['roadside assistance'],5854.82,Saturday,February,2012
47.0,900628,2006-02-05,IN,500/1000,1000.0,1690.27,0,438830,Female,Associate,Protective-Serv,Hiking,Not-In-Family,61500.0,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,Yes,0,3,No,72930.0,6630.0,6630.0,59670.0,Dodge,RAM,2006,Y,Adult,27,18,500/1000,1500,1690.27,[],71239.73,Wednesday,January,2006
25.0,235220,2014-11-01,IL,250/500,2000.0,1352.83,0,464959,Male,Masters,Farming-Fishing,Skydiving,Own-Child,0.0,-71700,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,Yes,1,2,Yes,64890.0,7210.0,7210.0,50470.0,Nissan,Pathfinder,2013,Y,Young Adult,2,11,250/500,1000,1623.396,['roadside assistance'],63537.17,Thursday,January,2014
48.0,740019,2009-06-17,OH,250/500,1000.0,1148.73,0,439787,Female,College,Machine-Op-Inspct,Kayaking,Wife,0.0,0,2015-02-22,Parked Car,Unknown,Trivial Damage,None,WV,Columbus,3998 Flute St,6,1,Unknown,1,2,Yes,5400.0,900.0,900.0,3600.0,Saab,95,1999,N,Adult,24,25,500/1000,1500,1148.73,[],4251.27,Sunday,February,2009
42.0,246882,1999-09-20,IL,100/300,1000.0,969.5,0,464839,Male,College,Exec-Managerial,Reading,Not-In-Family,0.0,0,2015-01-26,Vehicle Theft,Unknown,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10,1,No,0,0,Unknown,5600.0,700.0,700.0,4200.0,Audi,A3,2007,N,Adult,19,17,500/1000,1500,969.5,[],4630.5,Monday,January,1999
41.0,797613,1990-10-19,IN,100/300,500.0,1463.82,0,448984,Female,College,Protective-Serv,Yachting,Not-In-Family,0.0,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,Yes,0,0,Unknown,79300.0,15860.0,15860.0,47580.0,Saab,92x,2007,N,Adult,22,17,500/1000,1500,1463.82,[],77836.18,Saturday,January,1990
27.0,193442,1996-08-05,IL,100/300,1000.0,1474.17,0,440327,Female,College,Tech-Support,Exercise,Unmarried,0.0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,Yes,1,0,Yes,52800.0,10560.0,5280.0,36960.0,Saab,95,2004,N,Young Adult,6,20,250/500,1000,1769.0040000000001,['roadside assistance'],51325.83,Thursday,February,1996
41.0,389238,2001-06-06,IL,250/500,500.0,1497.35,0,460742,Female,JD,Prof-Specialty,Bungie-Jumping,Husband,37300.0,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,Unknown,2,3,No,28800.0,0.0,3600.0,25200.0,Ford,Fusion,2013,N,Adult,23,11,500/1000,1500,1497.35,[],27302.65,Thursday,January,2001
33.0,760179,2007-03-25,OH,100/300,1000.0,1427.14,0,446895,Female,Associate,Tech-Support,Kayaking,Other-Relative,35300.0,-58100,2015-02-15,Parked Car,Unknown,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,No,1,1,No,2970.0,330.0,330.0,2310.0,Toyota,Highlander,2008,N,Adult,13,16,500/1000,1500,1427.14,[],1542.86,Sunday,February,2007
54.0,939905,2013-10-31,OH,500/1000,500.0,1495.1,0,609374,Male,College,Other-Service,Basketball,Wife,50500.0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,3,No,0,0,Unknown,93480.0,15580.0,7790.0,70110.0,Chevrolet,Malibu,2014,N,Senior,29,10,750/1500,2000,1196.08,['rental car coverage'],91984.9,Thursday,February,2013
49.0,872814,1992-06-13,IL,100/300,500.0,1141.62,0,451672,Male,College,Prof-Specialty,Kayaking,Husband,34300.0,-24300,2015-01-01,Vehicle Theft,Unknown,Minor Damage,None,WV,Columbus,8085 Andromedia St,4,1,Yes,1,3,Yes,4320.0,480.0,480.0,3360.0,Mercedes,E400,2002,N,Adult,24,22,500/1000,1500,1141.62,[],3178.38,Thursday,January,1992
61.0,632627,1990-10-07,OH,500/1000,1000.0,1125.37,0,604450,Female,Associate,Prof-Specialty,Basketball,Husband,0.0,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,Unknown,0,2,Yes,79800.0,6650.0,19950.0,53200.0,Saab,95,2000,Y,Senior,38,24,750/1500,2000,900.2959999999999,['rental car coverage'],78674.63,Tuesday,January,1990
28.0,283414,1991-12-28,IN,500/1000,2000.0,1207.36,0,432896,Female,High School,Handlers-Cleaners,Camping,Own-Child,0.0,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,No,1,0,Unknown,74200.0,7420.0,14840.0,51940.0,Volkswagen,Passat,1997,N,Young Adult,9,27,250/500,1000,1448.8319999999999,['roadside assistance'],72992.64,Sunday,March,1991
47.0,163161,1998-11-11,IL,500/1000,2000.0,1338.5,0,618929,Female,PhD,Machine-Op-Inspct,Basketball,Other-Relative,28800.0,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,Unknown,0,0,Unknown,70590.0,10860.0,10860.0,48870.0,Saab,93,2000,Y,Adult,24,24,500/1000,1500,1338.5,[],69251.5,Monday,February,1998
31.0,853360,2009-06-26,IN,500/1000,1000.0,1074.07,0,451312,Female,Masters,Sales,Chess,Husband,0.0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,No,0,3,Yes,60940.0,5540.0,11080.0,44320.0,Nissan,Ultima,2006,Y,Adult,7,18,500/1000,1500,1074.07,[],59865.93,Tuesday,January,2009
42.0,776860,2009-01-11,OH,250/500,500.0,1337.56,0,605141,Female,College,Prof-Specialty,Video-Games,Unmarried,0.0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,Unknown,1,2,Yes,74700.0,7470.0,14940.0,52290.0,Dodge,RAM,2010,N,Adult,21,14,500/1000,1500,1337.56,[],73362.44,Monday,January,2009
60.0,149367,2003-03-18,IN,100/300,500.0,1298.91,6000000,459504,Male,PhD,Craft-Repair,Dancing,Unmarried,52600.0,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,Yes,0,0,Unknown,70000.0,14000.0,7000.0,49000.0,Ford,F150,2015,Y,Senior,37,9,750/1500,2000,1039.1280000000002,['rental car coverage'],68701.09,Tuesday,January,2003
41.0,395269,2012-11-02,IL,500/1000,500.0,1222.75,0,432781,Male,High School,Exec-Managerial,Polo,Other-Relative,0.0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,1454 5th Ridge,12,3,Unknown,2,0,No,81070.0,14740.0,14740.0,51590.0,BMW,X5,2001,N,Adult,17,23,500/1000,1500,1222.75,[],79847.25,Friday,January,2012
32.0,981123,2000-05-04,IN,100/300,1000.0,1059.52,0,452748,Male,MD,Protective-Serv,Camping,Own-Child,0.0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,Unknown,1,1,Unknown,57720.0,14430.0,9620.0,33670.0,Saab,93,2007,N,Adult,14,17,500/1000,1500,1059.52,[],56660.48,Sunday,March,2000
51.0,143626,1999-09-29,OH,250/500,2000.0,1124.38,0,618316,Male,Associate,Armed-Forces,Reading,Other-Relative,0.0,0,2015-02-24,Vehicle Theft,Unknown,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9,1,Yes,1,1,Yes,7080.0,1180.0,1180.0,4720.0,Ford,F150,2001,N,Senior,32,23,750/1500,2000,899.5040000000001,['rental car coverage'],5955.62,Tuesday,February,1999
46.0,648397,1999-03-09,IN,100/300,1000.0,1110.37,10000000,455365,Male,MD,Machine-Op-Inspct,Hiking,Other-Relative,34400.0,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,No,0,1,Unknown,47700.0,4770.0,9540.0,33390.0,Accura,MDX,1997,Y,Adult,21,27,500/1000,1500,1110.37,[],46589.63,Saturday,January,1999
31.0,154982,1991-02-13,IL,500/1000,2000.0,1374.22,0,470603,Female,PhD,Machine-Op-Inspct,Bungie-Jumping,Other-Relative,62000.0,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,No,0,3,No,51260.0,9320.0,9320.0,32620.0,Suburu,Legacy,2002,N,Adult,8,22,500/1000,1500,1374.22,[],49885.78,Thursday,February,1991
41.0,330591,1993-08-05,OH,500/1000,2000.0,1103.58,0,475292,Male,High School,Exec-Managerial,Exercise,Unmarried,41200.0,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,Unknown,2,2,No,70400.0,6400.0,12800.0,51200.0,Toyota,Highlander,2011,Y,Adult,18,13,500/1000,1500,1103.58,[],69296.42,Monday,January,1993
38.0,319232,1997-10-31,IL,250/500,2000.0,1269.76,0,467743,Female,PhD,Transport-Moving,Yachting,Not-In-Family,44300.0,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,No,1,3,Yes,90000.0,18000.0,9000.0,63000.0,Ford,Fusion,2015,N,Adult,13,9,500/1000,1500,1269.76,[],88730.24,Saturday,January,1997
39.0,531640,2001-04-21,OH,250/500,500.0,964.79,8000000,460675,Female,Associate,Adm-Clerical,Camping,Husband,58000.0,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,Unknown,0,1,Unknown,72820.0,13240.0,6620.0,52960.0,BMW,3 Series,2010,N,Adult,20,14,500/1000,1500,964.79,[],71855.21,Friday,February,2001
41.0,368050,2013-01-08,IL,500/1000,2000.0,1167.3,4000000,618123,Male,High School,Priv-House-Serv,Board-Games,Other-Relative,0.0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,No,2,0,Unknown,69300.0,13860.0,13860.0,41580.0,Volkswagen,Passat,2000,N,Adult,21,24,500/1000,1500,1167.3,[],68132.7,Sunday,February,2013
36.0,253791,2009-07-23,IL,500/1000,500.0,1625.45,4000000,607452,Female,MD,Other-Service,Video-Games,Other-Relative,0.0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Northbrook,2100 MLK St,11,1,No,2,1,No,76560.0,12760.0,12760.0,51040.0,Ford,Fusion,2008,Y,Adult,17,16,500/1000,1500,1625.45,[],74934.55,Friday,January,2009
38.0,155724,1998-02-20,IL,250/500,500.0,1394.43,0,606352,Female,Masters,Other-Service,Skydiving,Not-In-Family,0.0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,Unknown,0,1,Yes,55440.0,0.0,6160.0,49280.0,Nissan,Maxima,1999,Y,Adult,16,25,500/1000,1500,1394.43,[],54045.57,Saturday,January,1998
25.0,824540,2008-03-13,OH,250/500,2000.0,1053.24,0,603527,Female,College,Prof-Specialty,Movies,Other-Relative,51100.0,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,Yes,1,0,No,77130.0,8570.0,17140.0,51420.0,Accura,MDX,1995,N,Young Adult,1,29,250/500,1000,1263.888,['roadside assistance'],76076.76,Monday,January,2008
35.0,717392,1996-08-20,IL,100/300,500.0,1040.75,0,445601,Female,JD,Prof-Specialty,Paintball,Not-In-Family,0.0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,Yes,1,1,Unknown,42000.0,7000.0,7000.0,28000.0,BMW,X5,2011,N,Adult,17,13,500/1000,1500,1040.75,[],40959.25,Tuesday,February,1996
